"n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica"
1,43.07,8250,NA,3,7,"Śródmieście"
1,34.2,8450,NA,3,7,"Śródmieście"
3,63.92,8100,NA,3,7,"Śródmieście"
1,27.73,8950,NA,3,7,"Śródmieście"
4,88.23,7300,NA,3,7,"Śródmieście"
2,43.1,8100,NA,2,7,"Śródmieście"
4,93.33,7200,NA,2,7,"Śródmieście"
3,64.41,7900,NA,2,7,"Śródmieście"
1,26.92,8900,NA,2,7,"Śródmieście"
3,85.68,7300,NA,2,7,"Śródmieście"
2,50.04,7700,NA,2,7,"Śródmieście"
4,97.48,7200,NA,2,7,"Śródmieście"
1,34.2,8300,NA,2,7,"Śródmieście"
3,63.92,8000,NA,2,7,"Śródmieście"
2,57,6053,2002,2,10,"Krzyki"
1,27.73,8900,NA,2,7,"Śródmieście"
2,50,6200,1930,2,4,"Stare Miasto"
3,88.23,7300,NA,1,7,"Śródmieście"
3,336180,8200,NA,1,7,"Śródmieście"
3,89,6629,1890,2,5,"Śródmieście"
2,49.26,8400,NA,1,7,"Śródmieście"
1,39.57,8300,NA,1,7,"Śródmieście"
1,37.85,8300,NA,1,7,"Śródmieście"
3,64.41,8100,NA,1,7,"Śródmieście"
1,26.81,8800,NA,1,7,"Śródmieście"
3,85.69,7500,NA,1,7,"Śródmieście"
2,50.04,8000,NA,1,7,"Śródmieście"
3,58.84,5900,2015,0,0,"Fabryczna"
2,49.26,8400,NA,1,7,"Śródmieście"
1,43,8300,NA,1,7,"Śródmieście"
2,35,5686,NA,4,4,"Fabryczna"
2,47.4,4599,2016,0,0,NA
2,31,5645,NA,0,0,"Krzyki"
1,34.2,8300,NA,1,7,"Śródmieście"
2,33,6970,1935,0,0,"Krzyki"
3,63.89,8100,NA,1,7,"Śródmieście"
3,60,4983,1985,4,4,"Fabryczna"
1,27.73,8800,NA,1,7,"Śródmieście"
3,88.2,7100,NA,1,7,"Śródmieście"
2,30,6833,NA,4,4,"Fabryczna"
2,38.4,6745,1973,4,10,"Fabryczna"
2,35.6,6601,1985,5,10,"Fabryczna"
2,40,9000,2016,2,6,NA
3,48.1,6237,NA,2,4,"Krzyki"
2,48.1,6237,NA,2,4,"Krzyki"
2,45.1,6186,NA,1,4,"Krzyki"
2,40.8,6471,NA,1,4,"Krzyki"
2,40.1,6459,NA,1,4,"Krzyki"
2,39,6538,NA,1,4,"Krzyki"
2,39.9,6992,NA,3,4,"Krzyki"
2,34.15,7291,NA,2,4,"Krzyki"
2,32.8,7287,NA,1,4,"Krzyki"
4,89.5,8927,NA,5,7,"Śródmieście"
2,32.8,7287,NA,2,4,"Krzyki"
3,65.6,7607,NA,2,7,"Śródmieście"
3,58.1,7728,NA,2,7,"Śródmieście"
3,54.1,8669,NA,1,7,"Śródmieście"
3,53.77,8722,NA,3,7,"Śródmieście"
3,51.4,8346,NA,4,7,"Śródmieście"
2,51.4,8346,NA,4,7,"Śródmieście"
2,49.9,8597,NA,5,7,"Śródmieście"
3,49.9,8597,NA,5,7,"Śródmieście"
2,48,8313,NA,2,7,"Śródmieście"
2,43.2,8889,NA,1,7,"Śródmieście"
2,42.9,8951,NA,2,7,"Śródmieście"
2,40.6,9458,NA,1,7,"Śródmieście"
1,29,10310,NA,1,7,"Śródmieście"
1,25.73,11621,NA,5,7,"Śródmieście"
3,89,5270,2007,2,3,"Krzyki"
2,39.2,6350,2016,1,4,"Krzyki"
4,107.68,18000,NA,2,2,"Śródmieście"
5,157.1,17000,NA,1,2,"Śródmieście"
3,67,7299,NA,1,4,"Stare Miasto"
3,59,5254,1980,1,4,"Krzyki"
2,53.3,5478,NA,1,3,"Krzyki"
2,48.1,7256,NA,0,0,"Stare Miasto"
2,55,6527,1999,2,7,"Śródmieście"
5,113.15,18500,NA,0,0,"Śródmieście"
5,157.1,18500,NA,0,0,"Śródmieście"
4,94.56,19000,NA,2,2,"Śródmieście"
4,85.59,19000,NA,1,2,"Śródmieście"
3,71.71,19000,NA,1,2,"Śródmieście"
3,75.05,19000,NA,1,2,"Śródmieście"
6,205.4,15000,NA,0,0,"Śródmieście"
4,149.58,15000,NA,0,0,"Śródmieście"
3,117.17,15000,NA,0,0,"Śródmieście"
2,38,6842,NA,3,4,"Krzyki"
2,33,6818,NA,0,0,"Fabryczna"
3,55,6345,NA,4,4,"Stare Miasto"
2,42,6190,NA,0,0,"Krzyki"
2,32.7,6728,1970,0,0,"Fabryczna"
4,132,37,NA,4,4,NA
3,85,5235,1902,0,0,"Śródmieście"
4,78.5,5083,1970,3,4,"Krzyki"
3,37,5811,1980,1,3,"Psie Pole"
2,30,5993,2000,3,3,"Psie Pole"
2,28,6000,2000,1,3,"Psie Pole"
3,42,5738,1980,1,3,"Psie Pole"
2,43,5023,NA,1,3,"Psie Pole"
2,70,7857,NA,0,0,"Stare Miasto"
2,42,7143,NA,0,0,"Psie Pole"
3,55,6909,1995,4,4,"Stare Miasto"
4,64,5297,NA,4,4,"Stare Miasto"
3,100,3790,NA,0,0,"Psie Pole"
1,21,7857,NA,0,0,"Krzyki"
3,79,6646,NA,3,NA,"Stare Miasto"
4,78,11922,NA,5,6,"Stare Miasto"
2,52,7883,NA,3,4,"Stare Miasto"
1,118,11441,2000,4,5,"Stare Miasto"
2,60,5333,NA,1,2,"Śródmieście"
2,38,5579,NA,4,NA,"Psie Pole"
2,46.19,8638,NA,0,0,"Śródmieście"
3,53.42,9903,NA,0,0,"Śródmieście"
2,43.38,9083,NA,0,0,"Śródmieście"
3,54.3,9742,NA,0,0,"Śródmieście"
4,89.56,8921,NA,4,7,"Śródmieście"
4,79.99,8989,NA,6,7,"Śródmieście"
2,39.72,9794,NA,7,7,"Śródmieście"
4,97.86,8982,NA,6,7,"Śródmieście"
3,62.2,8023,NA,7,7,"Śródmieście"
2,40.29,9655,NA,2,7,"Śródmieście"
2,39.24,9913,NA,2,7,"Śródmieście"
1,25.73,11621,NA,4,7,"Śródmieście"
1,29.63,10091,NA,0,0,"Śródmieście"
1,26.76,11173,NA,3,7,"Śródmieście"
1,25.73,11621,NA,6,7,"Śródmieście"
1,31.69,7542,NA,0,0,"Stare Miasto"
2,42.56,6790,NA,2,6,"Stare Miasto"
1,28.01,7997,NA,0,0,"Stare Miasto"
2,45,5533,1910,1,4,"Śródmieście"
3,55,5800,1995,1,5,"Krzyki"
2,48.28,5922,2017,0,0,"Krzyki"
3,74.08,6817,2017,0,0,"Krzyki"
2,47.21,6460,2017,1,3,"Krzyki"
4,72.5,4371,2017,0,0,"Psie Pole"
3,48,6229,1989,1,9,"Śródmieście"
4,79,4241,NA,4,4,"Fabryczna"
4,72,6097,NA,3,3,"Krzyki"
3,65,5385,NA,3,3,"Fabryczna"
2,55,5800,1993,1,4,"Krzyki"
4,77,10000,2016,2,4,"Krzyki"
2,42.46,6712,2017,3,6,"Krzyki"
4,100,8200,2015,6,6,"Śródmieście"
3,70.6,5368,2000,3,3,"Śródmieście"
2,44.03,6700,2017,3,6,"Krzyki"
3,62.5,5904,1996,3,4,"Fabryczna"
1,42.19,11200,NA,2,7,"Stare Miasto"
2,53,6132,1974,9,10,"Krzyki"
2,36,8056,1963,6,7,"Stare Miasto"
3,59,4831,1989,1,4,"Krzyki"
3,56,6429,1971,NA,NA,"Stare Miasto"
2,39.2,6650,NA,3,4,"Krzyki"
3,67,5955,1900,2,2,"Stare Miasto"
2,41,6585,2011,4,4,"Fabryczna"
3,59,5000,1970,1,4,"Krzyki"
1,60,6433,NA,0,0,"Fabryczna"
2,53,6321,NA,2,2,"Krzyki"
3,75,4667,NA,2,NA,"Fabryczna"
3,54,6148,NA,2,NA,"Krzyki"
2,45,7222,2015,4,4,NA
2,47,7213,NA,1,NA,"Śródmieście"
2,37,7838,1968,6,7,"Śródmieście"
4,104,4798,1995,0,0,"Krzyki"
4,120,5750,1920,4,4,"Krzyki"
2,75,5320,1925,3,3,"Krzyki"
3,75,5320,1925,3,3,"Krzyki"
4,79.1,4172,1980,4,4,NA
3,70,4500,NA,1,1,"Psie Pole"
3,52,6308,NA,3,NA,"Krzyki"
1,33,6364,2006,1,5,"Fabryczna"
3,NA,NA,NA,0,0,"Psie Pole"
3,75.34,4579,NA,5,5,"Śródmieście"
2,50,5980,1992,6,6,"Śródmieście"
5,84.4,5095,1980,3,4,"Krzyki"
3,63,5159,1984,0,0,"Fabryczna"
2,55,5436,NA,1,NA,"Krzyki"
3,60,4750,NA,3,3,"Fabryczna"
2,65,5985,1920,3,5,"Śródmieście"
4,129,3636,NA,5,5,"Krzyki"
4,75,4267,NA,3,9,"Fabryczna"
3,65,8000,NA,1,NA,"Śródmieście"
3,67,4851,NA,8,10,"Fabryczna"
5,110,5445,2002,3,3,"Śródmieście"
3,62.4,5610,NA,1,9,"Śródmieście"
3,54.4,5610,NA,2,9,"Śródmieście"
3,59.19,5760,NA,3,9,"Śródmieście"
3,54.4,5760,NA,7,9,"Śródmieście"
2,44.67,6044,2012,0,0,"Psie Pole"
2,52.45,5450,NA,1,9,"Śródmieście"
2,52.24,5760,NA,7,9,"Śródmieście"
2,52.45,5500,NA,6,9,"Śródmieście"
2,52.45,5550,NA,7,9,"Śródmieście"
3,52.5,6190,NA,0,0,"Psie Pole"
2,39.12,6876,NA,0,0,"Stare Miasto"
2,36.08,7178,NA,0,0,"Stare Miasto"
3,65.84,7427,NA,0,0,"Śródmieście"
2,50.04,8573,NA,0,0,"Śródmieście"
3,41.22,9922,NA,7,7,"Śródmieście"
2,42.88,8955,NA,1,7,"Śródmieście"
2,38.87,9750,NA,7,7,"Śródmieście"
1,29.63,10091,NA,5,7,"Śródmieście"
1,28.17,10614,NA,4,7,"Śródmieście"
1,26.76,11173,NA,0,0,"Śródmieście"
1,25.73,11621,NA,6,7,"Śródmieście"
3,70.26,6675,NA,1,3,"Krzyki"
1,28.98,10317,NA,0,0,"Śródmieście"
3,69.38,5556,NA,4,4,"Fabryczna"
2,38.4,5333,NA,1,3,"Psie Pole"
4,102.44,7392,NA,5,17,"Stare Miasto"
2,38.6,5305,NA,1,3,"Psie Pole"
2,37.8,5415,NA,2,3,"Psie Pole"
3,68.7,6097,NA,1,17,"Krzyki"
2,37.8,5415,NA,0,0,"Psie Pole"
2,52.45,5567,2002,2,3,"Krzyki"
4,88,4989,1950,4,4,"Stare Miasto"
4,70.9,5289,1981,3,7,"Fabryczna"
2,51.55,5475,2016,2,3,"Krzyki"
3,71.25,5500,2016,1,5,"Psie Pole"
2,54.8,6734,1999,2,7,"Śródmieście"
4,79.1,4159,1990,4,4,"Fabryczna"
3,58,4914,1989,1,4,"Krzyki"
2,37.5,5400,NA,1,3,"Fabryczna"
2,37.5,5400,NA,1,3,"Fabryczna"
1,35.5,5400,NA,1,3,"Fabryczna"
2,44.4,5300,NA,1,3,"Fabryczna"
3,47.75,6262,NA,1,4,"Krzyki"
3,48.1,6237,NA,1,4,"Krzyki"
3,59.07,6501,NA,4,6,"Stare Miasto"
3,63,6492,NA,2,6,"Stare Miasto"
2,49.7,6237,1978,5,10,"Śródmieście"
4,87.3,6002,1903,1,3,"Krzyki"
2,52,5288,NA,2,NA,"Psie Pole"
4,137,6715,NA,0,0,"Stare Miasto"
3,56,5536,1981,1,4,"Fabryczna"
5,126.17,5540,1998,3,4,"Krzyki"
1,33.5,6990,NA,2,6,"Fabryczna"
3,56.02,6676,NA,11,14,"Fabryczna"
3,42.93,5250,NA,2,3,"Krzyki"
3,54.44,5400,NA,2,3,"Krzyki"
2,33.86,5750,NA,3,3,"Krzyki"
1,27.55,5850,NA,3,3,"Krzyki"
2,62.27,4802,2008,3,3,"Fabryczna"
2,31,5742,NA,0,0,"Krzyki"
3,65,6308,2005,2,4,"Fabryczna"
4,101,8119,NA,6,6,"Śródmieście"
3,62.95,6211,NA,0,0,"Krzyki"
2,32.84,7300,NA,4,4,NA
2,54,5259,2009,0,0,"Fabryczna"
3,NA,NA,NA,NA,NA,NA
3,61.2,5866,2004,4,4,"Fabryczna"
2,48,12000,2014,1,3,"Stare Miasto"
2,30,6167,1971,3,4,"Stare Miasto"
1,39,9872,2014,3,5,"Śródmieście"
4,64,6641,NA,3,14,"Śródmieście"
2,51.53,5046,1960,0,0,"Śródmieście"
3,74,6216,NA,0,0,"Krzyki"
3,96,5469,2009,4,4,"Fabryczna"
2,44,6250,NA,0,0,"Śródmieście"
3,93,9677,2010,3,3,"Śródmieście"
3,70,6000,2006,2,3,"Fabryczna"
4,64,5922,2011,1,3,"Fabryczna"
4,107,6065,NA,2,2,"Krzyki"
2,40,6750,NA,3,4,"Stare Miasto"
4,65,6614,2015,4,4,"Fabryczna"
2,55,6636,2009,2,NA,"Krzyki"
5,100,4900,2002,3,3,"Krzyki"
2,48,6667,NA,4,NA,"Stare Miasto"
2,48,4896,NA,3,5,"Fabryczna"
2,48,8333,2012,2,3,"Śródmieście"
2,60,5167,NA,1,2,"Śródmieście"
2,57,6298,NA,1,4,"Krzyki"
3,65,5369,1990,8,10,"Psie Pole"
2,57.1,6042,NA,2,9,"Krzyki"
4,79.1,4159,1990,3,4,"Fabryczna"
1,25,7920,NA,5,10,"Stare Miasto"
2,42.81,5790,NA,0,0,"Fabryczna"
3,63.57,4990,NA,2,3,"Krzyki"
3,68,7206,1930,1,1,"Psie Pole"
3,58.3,5660,2005,1,3,"Krzyki"
2,39.9,6967,1971,10,10,"Stare Miasto"
3,55.5,6306,NA,2,4,"Stare Miasto"
3,85,5235,1902,0,0,"Stare Miasto"
2,49,11755,2015,1,6,"Stare Miasto"
3,96.64,14487,2003,1,5,"Krzyki"
2,42.56,6790,NA,1,6,"Stare Miasto"
2,39.12,6876,NA,0,0,"Stare Miasto"
1,31.16,7670,NA,0,0,"Stare Miasto"
2,36.08,7456,NA,0,0,"Stare Miasto"
1,32.07,7452,NA,0,0,"Stare Miasto"
1,31.16,7670,NA,0,0,"Stare Miasto"
1,30.89,7737,NA,0,0,"Stare Miasto"
1,28.86,7935,NA,0,0,"Stare Miasto"
1,28.01,7997,NA,0,0,"Stare Miasto"
1,27.25,7670,NA,0,0,"Stare Miasto"
2,45.7,5877,NA,1,4,"Fabryczna"
3,60.41,5794,1980,4,4,"Śródmieście"
3,58.7,6065,1992,1,4,"Śródmieście"
3,47.21,5500,NA,3,3,"Krzyki"
2,39.4,5500,NA,1,3,"Krzyki"
3,53.77,5500,NA,1,3,"Krzyki"
2,38.79,5500,NA,1,3,"Krzyki"
1,32.12,7298,NA,0,0,"Krzyki"
1,31.49,5500,NA,3,3,"Krzyki"
3,52.6,7110,NA,3,6,"Stare Miasto"
2,45.05,5667,NA,1,3,"Krzyki"
3,56.56,5450,NA,2,2,"Psie Pole"
2,42.8,5450,NA,1,3,"Psie Pole"
2,36,5550,NA,3,3,"Krzyki"
4,78.56,5400,NA,2,3,"Krzyki"
2,43.37,5450,NA,0,0,"Krzyki"
2,44.08,6341,NA,2,4,"Krzyki"
2,45.23,5600,NA,3,3,"Krzyki"
2,45.33,5600,NA,2,3,"Krzyki"
3,49.8,6200,NA,1,4,"Krzyki"
3,55.8,5638,NA,1,3,"Krzyki"
3,48.75,6400,NA,2,4,"Krzyki"
3,48.75,6256,NA,2,4,"Krzyki"
2,47.5,6105,1910,0,0,"Śródmieście"
2,43.78,6486,NA,3,4,"Krzyki"
2,43.8,6163,NA,2,4,"Krzyki"
2,43.8,6400,NA,1,4,"Krzyki"
2,44.08,6309,NA,1,4,"Krzyki"
3,65.78,5390,NA,0,0,"Psie Pole"
2,43.81,6263,NA,1,4,"Krzyki"
3,66.03,5710,NA,0,0,"Psie Pole"
2,47.21,6333,NA,0,0,"Krzyki"
4,85.41,4990,NA,0,0,"Psie Pole"
3,48.1,6549,NA,4,4,"Krzyki"
3,64.16,6097,NA,1,17,"Krzyki"
2,48.1,6549,NA,4,4,"Krzyki"
2,48.1,6549,NA,4,4,"Krzyki"
3,48.1,6549,NA,4,4,"Krzyki"
3,48.1,6549,NA,4,4,"Krzyki"
2,48.1,6549,NA,4,4,"Krzyki"
3,48.1,6549,NA,4,4,"Krzyki"
2,48.1,6549,NA,4,4,"Krzyki"
2,48.1,6549,NA,4,4,"Krzyki"
2,55.4,6047,2001,2,3,"Fabryczna"
4,104.2,6198,NA,9,17,"Krzyki"
4,104.4,6196,NA,1,17,"Krzyki"
3,64,6094,NA,8,17,"Krzyki"
3,63.9,6097,NA,14,17,"Krzyki"
3,64.2,6093,NA,1,17,"Krzyki"
3,68.7,6097,NA,1,17,"Krzyki"
3,55.79,6435,NA,1,6,"Stare Miasto"
2,39.09,6626,NA,1,6,"Stare Miasto"
3,61.84,6400,NA,0,0,"Stare Miasto"
2,45.03,6500,NA,3,8,"Stare Miasto"
3,59.64,6450,NA,4,8,"Stare Miasto"
2,51.51,5440,NA,1,2,"Psie Pole"
2,51.51,5440,NA,1,2,"Psie Pole"
4,75.2,5350,NA,1,2,"Psie Pole"
3,52.5,5990,NA,1,6,"Krzyki"
2,51.5,4892,NA,1,3,"Psie Pole"
4,89.32,5590,NA,0,0,"Krzyki"
3,52.5,5990,NA,1,6,"Krzyki"
4,89.32,5590,NA,0,0,"Krzyki"
2,46.3,5800,NA,1,3,"Krzyki"
4,78.6,5525,NA,2,4,"Fabryczna"
2,38.6,5297,NA,3,3,"Psie Pole"
3,62.86,6586,NA,2,3,"Krzyki"
3,60.93,6598,NA,0,0,"Krzyki"
2,49.61,6511,NA,0,0,"Krzyki"
1,32.7,6049,NA,0,0,"Psie Pole"
3,64.65,5300,NA,0,0,"Psie Pole"
3,58.81,5400,NA,2,4,"Psie Pole"
4,75.46,5100,NA,2,4,"Psie Pole"
3,69.7,7950,NA,4,4,"Psie Pole"
2,60.9,6800,NA,3,7,"Fabryczna"
3,80.71,6294,NA,3,7,"Fabryczna"
3,80.71,6132,NA,2,7,"Fabryczna"
2,60.9,6773,NA,2,7,"Fabryczna"
2,60.9,7130,NA,4,7,"Fabryczna"
3,61.44,4930,NA,3,3,"Fabryczna"
3,57.19,5018,NA,2,3,"Fabryczna"
3,67.09,5349,NA,1,4,"Psie Pole"
5,274.49,7685,NA,6,7,"Fabryczna"
4,98.46,6530,NA,2,7,"Fabryczna"
2,50.48,6782,NA,2,7,"Fabryczna"
4,147.32,6718,NA,6,7,"Fabryczna"
3,71.63,6631,NA,6,7,"Fabryczna"
4,98.46,6530,NA,3,7,"Fabryczna"
3,60.81,5300,NA,2,4,"Psie Pole"
4,76.12,5049,NA,4,4,"Psie Pole"
2,49.05,5600,NA,3,4,"Psie Pole"
3,59.33,5450,NA,3,4,"Psie Pole"
3,58.62,6005,NA,0,0,"Krzyki"
3,58.62,6039,NA,0,0,"Krzyki"
2,48.49,6496,NA,2,3,"Krzyki"
2,47.25,5884,NA,0,0,"Krzyki"
2,47.25,6772,NA,2,3,"Krzyki"
2,47.25,5926,NA,2,3,"Krzyki"
3,79.07,6071,NA,1,1,"Krzyki"
3,78.93,6081,NA,1,1,"Krzyki"
3,76.23,5244,NA,1,1,"Krzyki"
2,47.02,6682,NA,2,3,"Krzyki"
3,63.6,5959,NA,0,0,"Krzyki"
3,78.86,6087,NA,1,1,"Krzyki"
3,75.15,5244,NA,1,1,"Krzyki"
3,57.83,6723,NA,2,3,"Krzyki"
3,62.4,5760,NA,7,9,"Śródmieście"
3,71.13,6453,NA,1,3,"Krzyki"
3,78.5,6300,NA,1,6,"Psie Pole"
3,52.5,6190,NA,0,0,"Psie Pole"
3,76.25,5244,NA,1,1,"Krzyki"
2,50.48,6808,NA,3,7,"Fabryczna"
2,61.28,6773,NA,2,7,"Fabryczna"
3,54.4,5760,NA,7,9,"Śródmieście"
2,52.45,5450,NA,3,9,"Śródmieście"
3,61.99,7482,NA,1,17,"Stare Miasto"
4,83.5,8100,NA,6,8,"Śródmieście"
2,52.45,5550,NA,6,9,"Śródmieście"
2,37.6,7021,2011,2,3,"Psie Pole"
1,35,6371,NA,5,10,"Fabryczna"
2,33,7545,2016,3,4,"Krzyki"
1,28,7321,2016,3,4,"Krzyki"
3,62,5242,NA,3,4,"Fabryczna"
2,50.2,5558,NA,7,7,"Fabryczna"
3,55,4909,1938,0,0,"Psie Pole"
3,64,5313,1985,11,11,"Krzyki"
3,60.9,4023,2017,0,0,"Psie Pole"
3,69.2,6922,2011,5,5,"Fabryczna"
3,62.1,5781,2004,3,3,"Fabryczna"
1,33,5909,NA,2,2,"Fabryczna"
3,64,5781,NA,3,NA,"Śródmieście"
1,24.8,8000,NA,5,10,"Stare Miasto"
3,60.45,5790,2001,8,8,"Psie Pole"
3,67,7761,2009,5,6,"Krzyki"
3,59.6,5537,1984,3,4,"Fabryczna"
3,47,5723,NA,1,10,"Krzyki"
2,44,6182,1968,2,10,"Śródmieście"
3,67.7,5199,NA,2,2,"Krzyki"
3,72.3,4999,NA,0,0,"Krzyki"
2,46.3,5736,NA,1,2,"Krzyki"
2,45,5399,NA,0,0,"Krzyki"
3,117,4188,1902,3,4,"Śródmieście"
2,51,5667,NA,3,4,"Śródmieście"
1,32,6094,NA,4,5,"Śródmieście"
3,59,5200,NA,2,3,"Fabryczna"
3,55.35,6305,NA,4,4,"Krzyki"
3,47.21,6333,NA,2,4,"Krzyki"
2,44.4,5300,NA,1,3,"Fabryczna"
3,55.02,5980,NA,1,4,"Krzyki"
3,53.67,6130,NA,1,4,"Krzyki"
3,54,6481,NA,2,4,"Fabryczna"
3,68.7,6097,NA,7,17,"Krzyki"
3,68.7,6097,NA,1,17,"Krzyki"
3,64.16,6097,NA,1,17,"Krzyki"
3,64,6097,NA,11,17,"Krzyki"
3,63.97,6097,NA,9,17,"Krzyki"
3,63.9,6097,NA,14,17,"Krzyki"
3,63.82,6097,NA,14,17,"Krzyki"
3,63.85,6097,NA,13,17,"Krzyki"
3,63.85,6097,NA,12,17,"Krzyki"
2,62.18,5600,NA,0,0,"Krzyki"
2,63.35,5841,1950,2,4,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
3,53,5303,NA,3,3,"Psie Pole"
4,59.5,7311,2012,3,4,"Fabryczna"
3,64,5938,2008,2,3,"Krzyki"
2,33.88,5500,NA,2,3,"Krzyki"
1,25,7480,1970,3,10,"Stare Miasto"
3,45,6044,1989,2,8,"Śródmieście"
4,97.7,6551,2010,5,6,"Fabryczna"
2,52,5250,1989,6,10,"Śródmieście"
2,51.5,5301,1978,6,11,"Psie Pole"
4,107.68,18000,NA,2,2,"Śródmieście"
5,145.07,17000,NA,2,2,"Śródmieście"
4,113.15,18000,NA,1,2,"Śródmieście"
5,157.1,18500,NA,1,2,"Śródmieście"
5,113.27,18500,NA,0,0,"Śródmieście"
5,157.1,18500,NA,0,0,"Śródmieście"
4,94.56,19000,NA,2,2,"Śródmieście"
4,125.71,19000,NA,2,2,"Śródmieście"
2,37,7838,1963,6,7,"Stare Miasto"
2,56.92,6418,2016,0,0,"Fabryczna"
3,63.99,6578,2016,3,3,"Fabryczna"
2,52.49,6558,2016,1,3,"Fabryczna"
4,83,4759,1980,1,4,"Fabryczna"
3,57,5421,1978,0,0,"Krzyki"
2,48.32,8750,2016,0,0,"Fabryczna"
4,91.12,4236,NA,3,3,"Krzyki"
2,38.9,6350,2016,1,4,"Krzyki"
2,36.2,5890,NA,3,3,"Krzyki"
3,56.42,6489,2017,6,7,"Krzyki"
3,62.13,5790,2017,1,7,"Krzyki"
2,36.3,7989,1965,6,7,"Stare Miasto"
2,44.5,5399,NA,0,0,"Krzyki"
3,52.5,6490,2017,5,7,"Krzyki"
2,32.84,7001,NA,0,0,"Krzyki"
3,83,6988,1935,4,5,"Stare Miasto"
3,65,5385,1985,1,4,"Psie Pole"
3,61.2,5866,2004,3,4,"Fabryczna"
2,34,6471,1980,6,10,"Fabryczna"
2,33,6364,1980,6,10,"Fabryczna"
2,47,7085,1996,3,4,"Krzyki"
3,58.13,5660,2012,0,0,"Psie Pole"
3,57,5772,NA,0,0,"Stare Miasto"
3,64,6250,1961,1,4,"Fabryczna"
2,58.75,6962,1900,2,5,"Krzyki"
2,38.6,5297,NA,3,3,"Psie Pole"
2,37.8,5098,NA,0,0,"Psie Pole"
2,38.6,5297,NA,1,3,"Psie Pole"
3,61.2,5098,NA,2,3,"Psie Pole"
3,57.8,4892,NA,0,0,"Psie Pole"
3,64.8,4892,NA,1,3,"Psie Pole"
3,80.1,4795,NA,0,0,"Psie Pole"
4,105.64,6197,NA,10,17,"Krzyki"
3,62.7,5098,NA,1,3,"Psie Pole"
3,47.71,6581,NA,2,4,"Krzyki"
2,45.23,5600,NA,3,3,"Krzyki"
3,80.1,4795,NA,3,3,"Psie Pole"
2,47.71,6581,NA,2,4,"Krzyki"
2,47.71,6581,NA,2,4,"Krzyki"
3,62.7,5098,NA,1,3,"Psie Pole"
3,61.2,5098,NA,1,3,"Psie Pole"
2,38.6,5297,NA,0,0,"Psie Pole"
3,44.11,5450,NA,3,3,"Krzyki"
3,47.71,6581,NA,2,4,"Krzyki"
1,28.03,5640,NA,1,3,"Krzyki"
3,56.56,5590,NA,1,4,"Fabryczna"
2,47.66,5390,NA,1,4,"Fabryczna"
3,57.48,6924,2006,1,3,"Krzyki"
3,74.64,5192,NA,1,1,"Krzyki"
4,113.33,6883,1910,0,0,"Stare Miasto"
4,94.3,8378,2015,6,6,"Psie Pole"
3,85,5518,1930,2,4,"Śródmieście"
3,66,4697,1930,2,4,"Śródmieście"
2,40,7875,2015,0,0,"Fabryczna"
2,44.47,5667,NA,1,2,"Psie Pole"
4,75.2,5612,NA,0,0,"Psie Pole"
2,44,6182,NA,2,8,NA
NA,112,5714,2001,1,3,"Krzyki"
2,47.5,4989,NA,4,4,"Krzyki"
2,43.9,5920,NA,4,4,"Śródmieście"
2,47.8,5586,1980,10,10,"Psie Pole"
2,40.57,6655,2012,4,4,"Fabryczna"
3,71.4,4902,1997,2,4,"Fabryczna"
2,51,5078,NA,3,4,"Stare Miasto"
4,85.59,19000,NA,1,2,"Śródmieście"
3,79.9,19000,NA,1,2,"Śródmieście"
3,71.71,19000,NA,1,2,"Śródmieście"
3,75.05,19000,NA,1,2,"Śródmieście"
6,205.4,15000,NA,0,0,"Śródmieście"
4,149.58,15000,NA,0,0,"Śródmieście"
3,117.17,15000,NA,0,0,"Śródmieście"
3,67.25,8104,2008,2,6,"Fabryczna"
2,45,6044,1968,2,8,"Śródmieście"
3,54,6481,1975,2,4,"Fabryczna"
1,34,5765,NA,NA,NA,"Śródmieście"
1,55.52,9272,NA,5,6,"Stare Miasto"
1,29.36,9860,NA,0,0,"Stare Miasto"
1,29.04,9762,NA,2,6,"Stare Miasto"
1,29,9552,NA,1,6,"Stare Miasto"
1,28.77,9861,NA,0,0,"Stare Miasto"
1,28.73,10080,NA,2,6,"Stare Miasto"
1,28.65,9860,NA,1,6,"Stare Miasto"
2,46,8526,NA,2,6,"Stare Miasto"
1,25.2,10087,NA,2,6,"Stare Miasto"
3,62.25,8329,NA,2,6,"Stare Miasto"
2,47.34,9218,NA,2,6,"Stare Miasto"
2,38.62,9208,NA,2,6,"Stare Miasto"
1,28.8,9639,NA,2,6,"Stare Miasto"
3,57.98,7963,NA,2,6,"Stare Miasto"
2,44.93,8627,NA,1,6,"Stare Miasto"
2,45.52,8339,NA,1,6,"Stare Miasto"
1,28.47,9427,NA,1,6,"Stare Miasto"
