"n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica"
4,79.76,6100,NA,2,4,"Fabryczna"
2,36.37,6681,NA,0,0,"Krzyki"
1,69.94,5301,NA,4,4,"Fabryczna"
4,79.76,6100,NA,0,0,"Fabryczna"
1,60.92,5462,NA,4,4,"Fabryczna"
3,56.66,5580,NA,1,4,"Fabryczna"
2,47.7,5390,NA,1,4,"Fabryczna"
3,55.4,5315,NA,1,4,"Fabryczna"
2,43.23,6523,NA,3,4,"Krzyki"
2,52.57,5240,NA,1,4,"Fabryczna"
3,56.19,5300,NA,1,4,"Fabryczna"
3,63.52,5850,NA,1,4,"Fabryczna"
3,56.56,5590,NA,2,4,"Fabryczna"
2,47.66,5390,NA,1,4,"Fabryczna"
3,60.9,6200,NA,1,4,"Krzyki"
3,53.8,6100,NA,0,0,"Krzyki"
4,79.76,6115,NA,0,0,"Fabryczna"
3,82.1,5408,NA,2,2,"Krzyki"
3,93.49,5337,NA,2,2,"Krzyki"
3,63.87,5228,NA,0,0,"Fabryczna"
3,53.75,5581,NA,0,0,"Krzyki"
2,39.39,6829,NA,5,6,"Stare Miasto"
2,37.54,6127,NA,0,0,"Krzyki"
4,85.45,5566,NA,4,4,"Fabryczna"
4,65.54,5520,NA,4,4,"Fabryczna"
3,66.2,6325,NA,0,0,"Krzyki"
3,53.85,5300,NA,2,3,"Fabryczna"
2,50.2,6700,NA,0,0,"Krzyki"
2,40.2,6850,NA,1,4,"Krzyki"
2,47.23,6394,NA,3,4,"Krzyki"
3,59.8,6575,NA,1,4,"Krzyki"
3,80.03,4450,NA,2,3,"Fabryczna"
3,82.99,4600,NA,2,3,"Fabryczna"
3,55.57,6350,NA,0,0,"Krzyki"
3,68.18,5375,NA,2,3,"Krzyki"
3,83.45,5956,NA,0,0,"Krzyki"
3,55.03,5260,NA,0,0,"Psie Pole"
3,71.21,6305,NA,0,0,"Krzyki"
3,62.95,6211,NA,0,0,"Krzyki"
2,53.78,6450,NA,0,0,"Krzyki"
3,83.78,5260,NA,2,3,"Psie Pole"
3,63.9,6225,NA,4,4,"Krzyki"
3,71.12,7443,NA,4,17,"Stare Miasto"
3,54.86,7464,NA,3,17,"Stare Miasto"
3,61.03,7622,NA,3,17,"Stare Miasto"
2,47.6,6275,NA,0,0,"Krzyki"
4,87.57,7250,NA,2,4,"Psie Pole"
3,66.61,7150,NA,3,4,"Psie Pole"
3,65.82,7339,NA,3,17,"Stare Miasto"
3,59,6400,NA,2,4,"Krzyki"
2,42.35,5502,NA,3,4,"Fabryczna"
2,47.8,4795,NA,4,4,"Fabryczna"
3,56.6,5199,NA,1,3,"Fabryczna"
3,54.82,5202,NA,1,3,"Fabryczna"
3,51.18,5194,NA,0,0,"Fabryczna"
3,69.1,6125,NA,1,4,"Psie Pole"
3,60.3,6065,NA,2,4,"Psie Pole"
2,47.8,5167,NA,1,4,"Fabryczna"
2,47.8,5167,NA,1,4,"Fabryczna"
3,60.3,5965,NA,1,4,"Psie Pole"
4,79.1,5850,NA,1,4,"Psie Pole"
2,51.38,6026,NA,1,3,"Krzyki"
1,43.73,6077,NA,2,3,"Krzyki"
1,43.73,6077,NA,2,3,"Krzyki"
2,48.02,6077,NA,2,3,"Krzyki"
2,48.28,5923,NA,0,0,"Krzyki"
2,48.28,5400,NA,0,0,"Krzyki"
3,51.09,5890,NA,0,0,"Krzyki"
2,43.48,5890,NA,0,0,"Krzyki"
2,51.9,5590,NA,4,8,"Krzyki"
2,48.07,5790,NA,0,0,"Fabryczna"
2,77.26,5665,NA,3,3,"Krzyki"
2,52.34,5240,NA,0,0,"Krzyki"
3,53.44,5614,NA,0,0,"Krzyki"
2,50.27,5871,NA,0,0,"Krzyki"
3,78,8175,NA,6,8,"Stare Miasto"
2,86.12,4993,NA,0,0,"Krzyki"
2,86.12,5341,NA,0,0,"Krzyki"
3,65.4,7644,NA,3,8,"Stare Miasto"
2,42.79,5330,NA,3,5,"Fabryczna"
2,42.54,5382,NA,0,0,"Fabryczna"
3,67.6,7232,NA,3,8,"Stare Miasto"
2,51.12,4910,NA,0,0,"Fabryczna"
3,59.4,7112,NA,2,8,"Stare Miasto"
2,39.79,5353,NA,3,5,"Fabryczna"
2,42.81,5330,NA,5,5,"Fabryczna"
2,53.6,4907,NA,0,0,"Fabryczna"
2,40.7,5323,NA,2,2,"Fabryczna"
2,40.06,5330,NA,5,5,"Fabryczna"
2,44.5,5800,NA,1,2,"Krzyki"
1,36.6,5994,NA,1,2,"Krzyki"
2,44.5,5399,NA,0,0,"Krzyki"
2,45.6,5525,NA,2,3,"Krzyki"
2,36.1,5525,NA,1,3,"Krzyki"
2,45.9,5525,NA,1,3,"Krzyki"
1,86.11,4703,NA,0,0,"Krzyki"
2,45.9,5500,NA,1,3,"Krzyki"
2,44.08,6783,NA,5,6,"Stare Miasto"
3,66.76,5896,NA,3,14,"Fabryczna"
2,44.41,6575,NA,5,6,"Stare Miasto"
2,37.48,6777,NA,0,0,"Stare Miasto"
2,42,4930,NA,1,3,"Krzyki"
2,46.8,6150,NA,3,4,"Krzyki"
3,57,6200,NA,1,4,"Krzyki"
2,43.74,5190,NA,1,3,"Krzyki"
2,36.37,6681,NA,0,0,"Krzyki"
2,38.76,6390,NA,4,7,"Krzyki"
2,38.76,6390,NA,4,7,"Krzyki"
2,39.95,5190,NA,0,0,"Krzyki"
3,56.67,6441,NA,5,5,"Stare Miasto"
2,39.39,6829,NA,5,6,"Stare Miasto"
2,42.31,5198,NA,2,2,"Fabryczna"
2,36.39,5850,NA,0,0,"Psie Pole"
4,139.7,6846,NA,3,6,"Śródmieście"
4,139.6,7185,NA,4,6,"Śródmieście"
2,43.63,6600,NA,3,4,"Krzyki"
3,62.83,5069,NA,2,3,"Krzyki"
2,56.8,5199,NA,0,0,"Krzyki"
4,139.5,7489,NA,5,6,"Śródmieście"
3,67,5199,NA,0,0,"Krzyki"
3,53.78,6400,NA,1,5,"Krzyki"
2,55.23,4990,NA,3,3,"Krzyki"
2,45.48,6354,NA,4,4,"Krzyki"
3,73.19,5259,NA,1,3,"Fabryczna"
2,50.12,6025,NA,1,3,"Fabryczna"
2,44.31,5290,NA,1,4,"Krzyki"
2,86.88,5365,NA,3,3,"Fabryczna"
3,53.44,5613,NA,0,0,"Fabryczna"
3,80.11,5562,NA,2,3,"Fabryczna"
3,55.06,5665,NA,1,3,"Fabryczna"
2,40.28,6702,NA,3,17,"Krzyki"
3,65.33,5290,NA,1,3,"Krzyki"
4,67,5190,NA,2,2,"Krzyki"
2,73.47,6204,NA,0,0,"Krzyki"
3,60.3,5200,NA,0,0,"Psie Pole"
3,62.2,4892,NA,0,0,"Psie Pole"
2,46.3,5399,NA,2,2,"Krzyki"
2,39.24,6663,NA,5,17,"Krzyki"
3,63.2,5400,NA,2,6,"Psie Pole"
2,39.6,6250,NA,3,6,"Psie Pole"
2,43.74,6400,NA,1,5,"Krzyki"
2,43.87,6400,NA,1,5,"Krzyki"
2,41.14,6400,NA,1,5,"Krzyki"
3,60.7,5550,NA,1,6,"Psie Pole"
2,44.5,5900,NA,0,0,"Psie Pole"
4,104.8,8772,NA,1,8,"Śródmieście"
3,57.8,4892,NA,0,0,"Psie Pole"
2,38.6,5600,NA,2,3,"Psie Pole"
2,49.88,6149,NA,2,3,"Krzyki"
3,52.32,6286,NA,3,4,"Krzyki"
2,39.8,6300,NA,2,3,"Psie Pole"
2,41.9,5399,NA,0,0,"Krzyki"
2,78.45,6400,NA,4,4,"Krzyki"
2,38.6,5702,NA,1,3,"Psie Pole"
2,37.8,5097,NA,3,3,"Psie Pole"
3,128.27,6312,NA,4,4,"Krzyki"
3,85.9,5962,NA,4,4,"Krzyki"
2,42.8,6900,NA,4,4,"Krzyki"
4,125.1,9400,NA,4,6,"Śródmieście"
4,139.7,8900,NA,3,6,"Śródmieście"
4,82.57,7346,NA,0,0,"Fabryczna"
3,49.9,6300,NA,1,4,"Krzyki"
2,50.23,6026,NA,1,3,"Krzyki"
4,93.62,6762,NA,4,4,"Krzyki"
3,57.24,5910,NA,0,0,"Stare Miasto"
2,39.49,6913,NA,6,6,"Stare Miasto"
4,139.6,9400,NA,4,6,"Śródmieście"
4,81.6,7775,NA,2,8,"Śródmieście"
3,67.2,8475,NA,7,8,"Śródmieście"
3,72.7,9975,NA,8,8,"Śródmieście"
3,59.5,7100,NA,2,8,"Śródmieście"
1,83.75,4704,NA,4,4,"Fabryczna"
4,80.99,6565,NA,3,4,"Krzyki"
4,80.99,6630,NA,0,0,"Krzyki"
2,48.11,5974,NA,1,3,"Krzyki"
3,56.77,6968,NA,3,3,"Krzyki"
3,56.9,6849,NA,2,3,"Krzyki"
3,66.79,5250,NA,2,3,"Krzyki"
3,51.51,5440,NA,1,2,"Psie Pole"
3,59.97,6918,NA,2,3,"Krzyki"
4,106.9,8900,NA,2,8,"Śródmieście"
3,78.1,7575,NA,2,8,"Śródmieście"
3,66,7975,NA,5,8,"Śródmieście"
3,66.9,5390,NA,2,2,"Psie Pole"
3,57.2,7775,NA,4,8,"Śródmieście"
3,68.18,5375,NA,2,3,"Krzyki"
3,78.1,8175,NA,4,8,"Śródmieście"
3,67.2,8275,NA,8,8,"Śródmieście"
3,59.09,6333,NA,1,3,"Krzyki"
3,59.13,5450,NA,2,3,"Krzyki"
2,50.1,6200,NA,0,0,"Krzyki"
4,90.6,7475,NA,2,8,"Śródmieście"
3,67.2,7425,NA,2,8,"Śródmieście"
4,81.7,9675,NA,7,8,"Śródmieście"
3,66.2,9275,NA,7,8,"Śródmieście"
2,55.5,8075,NA,5,8,"Śródmieście"
4,81.6,8150,NA,4,8,"Śródmieście"
4,90.3,8175,NA,6,8,"Śródmieście"
2,55.3,7475,NA,2,8,"Śródmieście"
4,82,7491,NA,1,8,"Śródmieście"
3,66.03,5490,NA,0,0,"Psie Pole"
3,66,7575,NA,3,8,"Śródmieście"
4,81.6,7975,NA,3,8,"Śródmieście"
3,57.2,8075,NA,6,8,"Śródmieście"
4,90.7,9775,NA,8,8,"Śródmieście"
3,59.1,8000,NA,6,8,"Śródmieście"
2,55.3,7400,NA,3,8,"Śródmieście"
2,55.1,8575,NA,8,8,"Śródmieście"
3,56,6429,NA,1,3,"Krzyki"
2,46.49,6470,NA,0,0,"Krzyki"
3,63.48,6456,NA,2,3,"Krzyki"
2,49.54,6661,NA,1,3,"Krzyki"
4,75.2,5390,NA,0,0,"Psie Pole"
2,47.03,6681,NA,2,3,"Krzyki"
4,86.51,7275,NA,3,3,"Krzyki"
3,57.83,6633,NA,2,3,"Krzyki"
4,92.49,6157,NA,10,1,"Fabryczna"
4,80.99,6474,NA,2,4,"Krzyki"
3,84.2,4601,NA,4,4,"Fabryczna"
2,38.76,6290,NA,3,3,"Krzyki"
2,38.76,6190,NA,2,2,"Krzyki"
3,57.6,5400,NA,4,6,"Psie Pole"
2,38.76,6194,NA,1,6,"Krzyki"
2,35.36,6790,NA,6,7,"Krzyki"
2,35.36,6790,NA,5,7,"Krzyki"
2,35.36,6690,NA,3,7,"Krzyki"
2,35.36,6590,NA,0,0,"Krzyki"
1,31.97,6600,NA,7,7,"Krzyki"
3,68.18,5225,NA,3,3,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
3,68.55,7743,NA,9,17,"Stare Miasto"
4,79.39,5555,NA,1,3,"Krzyki"
2,47.96,7694,NA,9,17,"Stare Miasto"
3,62.77,5400,NA,3,3,"Krzyki"
1,31.38,5531,NA,2,2,"Fabryczna"
4,105.49,5517,NA,0,0,"Krzyki"
4,105.49,5261,NA,0,0,"Krzyki"
4,68.89,6200,NA,0,0,"Krzyki"
4,67.5,5900,NA,3,5,"Krzyki"
2,47.63,5240,NA,0,0,"Krzyki"
2,41.36,5500,NA,1,3,"Krzyki"
2,38.97,5500,NA,3,3,"Krzyki"
2,38.54,5500,NA,2,3,"Krzyki"
2,38.16,5500,NA,0,0,"Krzyki"
2,37.88,5500,NA,2,3,"Krzyki"
1,62.18,5600,NA,0,0,"Krzyki"
4,113.66,5014,NA,0,0,"Krzyki"
2,54.24,6100,NA,2,5,"Krzyki"
3,61.94,5925,NA,2,5,"Krzyki"
2,54.24,6300,NA,5,5,"Krzyki"
2,54.24,6450,NA,0,0,"Krzyki"
2,54.24,6300,NA,4,5,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
3,53.78,5950,NA,1,5,"Krzyki"
2,44.44,4748,NA,4,4,"Fabryczna"
2,42.12,4796,NA,2,4,"Fabryczna"
2,42.19,5500,NA,1,3,"Krzyki"
2,42.55,4630,NA,0,0,"Fabryczna"
2,42.06,5500,NA,2,3,"Krzyki"
2,41.93,5500,NA,3,3,"Krzyki"
2,42.03,5500,NA,0,0,"Krzyki"
2,41.52,5500,NA,0,0,"Krzyki"
2,41.88,5500,NA,1,3,"Krzyki"
2,41.76,5500,NA,2,3,"Krzyki"
2,41.63,5500,NA,3,3,"Krzyki"
2,41.41,5500,NA,0,0,"Krzyki"
2,41.33,5500,NA,0,0,"Krzyki"
2,41.28,5500,NA,1,3,"Krzyki"
2,41.07,5500,NA,2,3,"Krzyki"
2,41.02,5500,NA,3,3,"Krzyki"
2,40.94,5500,NA,3,3,"Krzyki"
2,40.55,5500,NA,0,0,"Krzyki"
2,40.47,5500,NA,2,3,"Krzyki"
2,40.43,5500,NA,3,3,"Krzyki"
3,65.33,5190,NA,1,3,"Krzyki"
2,44.31,5190,NA,1,3,"Krzyki"
4,75.2,5350,NA,1,2,"Psie Pole"
3,53.78,6400,NA,1,5,"Krzyki"
1,33.53,5547,NA,0,0,"Psie Pole"
4,79.16,6401,NA,1,7,"Psie Pole"
4,74.8,5260,NA,2,2,"Psie Pole"
2,41.24,5500,NA,2,3,"Krzyki"
2,41.11,5500,NA,3,3,"Krzyki"
2,42.65,5240,NA,2,4,"Fabryczna"
3,62.63,5440,NA,0,0,"Psie Pole"
3,55.08,5490,NA,1,4,"Fabryczna"
2,43.96,5240,NA,1,4,"Fabryczna"
3,67.28,7545,NA,4,17,"Stare Miasto"
3,114.6,8160,NA,17,17,"Stare Miasto"
2,46.63,5300,NA,2,3,"Krzyki"
2,49.5,5300,NA,3,3,"Krzyki"
1,28.31,7238,NA,2,4,"Krzyki"
2,40.04,5500,NA,0,0,"Krzyki"
1,33.22,6550,NA,2,5,"Krzyki"
2,39.65,5500,NA,2,3,"Krzyki"
2,39.64,5500,NA,3,3,"Krzyki"
2,39.92,5500,NA,0,0,"Krzyki"
2,39.77,5500,NA,2,3,"Krzyki"
2,41.03,6339,NA,4,4,"Krzyki"
2,62.85,4123,NA,1,2,"Psie Pole"
3,56.57,5980,NA,4,4,"Krzyki"
1,26.3,5990,NA,3,4,"Fabryczna"
2,41.03,6339,NA,4,4,"Krzyki"
2,42.44,5490,NA,3,4,"Fabryczna"
2,39.32,5500,NA,0,0,"Krzyki"
2,37.68,5500,NA,3,3,"Krzyki"
2,38.68,5500,NA,1,3,"Krzyki"
2,37.62,5500,NA,1,3,"Krzyki"
1,33.22,6550,NA,3,5,"Krzyki"
3,60.91,7009,NA,6,6,"Stare Miasto"
2,37.17,5500,NA,0,0,"Krzyki"
2,38.81,5500,NA,0,0,"Krzyki"
2,39.2,5500,NA,1,3,"Krzyki"
2,35.98,5500,NA,0,0,"Krzyki"
3,63.79,6097,NA,9,17,"Krzyki"
4,68.51,5149,NA,1,4,"Psie Pole"
4,82.57,7924,NA,0,0,"Fabryczna"
4,82.57,7915,NA,0,0,"Fabryczna"
4,82.57,7374,NA,0,0,"Fabryczna"
4,92.49,6517,NA,1,1,"Fabryczna"
4,92.49,7107,NA,1,1,"Fabryczna"
4,82.57,8043,NA,0,0,"Fabryczna"
4,92.49,7000,NA,1,1,"Fabryczna"
4,92.49,6157,NA,1,1,"Fabryczna"
4,82.57,7346,NA,0,0,"Fabryczna"
4,92.49,6550,NA,1,1,"Fabryczna"
3,65.57,4899,NA,0,0,"Krzyki"
4,82.57,8593,NA,0,0,"Fabryczna"
4,92.49,6362,NA,1,1,"Fabryczna"
2,43.45,5500,NA,3,3,"Krzyki"
2,37.43,5500,NA,1,3,"Krzyki"
2,40.55,5500,NA,0,0,"Krzyki"
1,33.22,6550,NA,2,5,"Krzyki"
1,33.22,6550,NA,3,5,"Krzyki"
1,33.22,6550,NA,3,5,"Krzyki"
3,53.97,5500,NA,0,0,"Krzyki"
2,35.11,5500,NA,2,3,"Krzyki"
2,36.11,5502,NA,2,3,"Krzyki"
2,33.79,5479,NA,2,3,"Krzyki"
3,57.83,6208,NA,3,4,"Krzyki"
2,45.7,6253,NA,1,4,"Fabryczna"
4,139.5,9900,NA,5,6,"Śródmieście"
3,51.91,5900,NA,0,0,"Stare Miasto"
4,220.9,10900,NA,6,6,"Śródmieście"
3,52.2,5594,NA,2,2,"Krzyki"
3,72.3,5400,NA,2,2,"Krzyki"
2,44.5,5800,NA,1,2,"Krzyki"
1,36.6,5994,NA,1,2,"Krzyki"
1,33.22,6550,NA,2,5,"Krzyki"
1,33.22,6550,NA,3,5,"Krzyki"
2,38.5,6600,NA,4,5,"Krzyki"
2,38.5,6600,NA,4,5,"Krzyki"
2,46.3,5389,NA,1,2,"Krzyki"
3,67.7,5199,NA,1,1,"Krzyki"
3,67.7,5594,NA,2,2,"Krzyki"
1,35.04,6821,NA,0,0,"Krzyki"
4,64.41,5859,NA,1,4,"Fabryczna"
1,28.31,7400,NA,2,4,"Krzyki"
1,26.3,5990,NA,3,4,"Fabryczna"
2,37.5,5500,NA,2,3,"Krzyki"
2,37.43,5500,NA,1,3,"Krzyki"
2,37.57,5500,NA,0,0,"Krzyki"
3,51.73,5350,NA,3,5,"Krzyki"
3,68.18,5375,NA,1,3,"Krzyki"
2,51.55,5475,NA,2,3,"Krzyki"
3,62.77,5375,NA,1,3,"Krzyki"
2,103.39,6918,NA,3,3,"Krzyki"
2,37.37,5500,NA,3,3,"Krzyki"
2,37.3,5500,NA,2,3,"Krzyki"
3,62.22,5630,NA,3,3,"Krzyki"
2,51.55,5475,NA,1,3,"Krzyki"
4,79.39,5425,NA,1,3,"Krzyki"
3,62.3,5450,NA,2,3,"Krzyki"
3,59.18,5325,NA,1,3,"Krzyki"
3,59.13,5400,NA,0,0,"Krzyki"
2,52.45,5450,NA,2,9,"Śródmieście"
3,67.96,5570,NA,2,3,"Krzyki"
2,44.19,7303,NA,0,0,"Krzyki"
3,62.2,5400,NA,1,3,"Krzyki"
2,49.5,5525,NA,0,0,"Krzyki"
3,66.79,5340,NA,3,3,"Krzyki"
3,62.77,5450,NA,2,3,"Krzyki"
3,67.96,5550,NA,0,0,"Krzyki"
3,60.73,5475,NA,2,3,"Krzyki"
3,74.39,7032,NA,1,6,"Stare Miasto"
3,66.79,5450,NA,1,3,"Krzyki"
3,60.73,5550,NA,1,3,"Krzyki"
4,92.6,5713,NA,1,4,"Krzyki"
3,66.79,5400,NA,0,0,"Krzyki"
3,59.13,5450,NA,3,3,"Krzyki"
3,51.73,5550,NA,3,3,"Krzyki"
3,68.18,5225,NA,0,0,"Krzyki"
3,67.96,5550,NA,2,3,"Krzyki"
3,59.18,5500,NA,2,3,"Krzyki"
3,62.2,5580,NA,1,3,"Krzyki"
3,67.96,5375,NA,0,0,"Krzyki"
3,59.13,5450,NA,1,3,"Krzyki"
3,60.73,5475,NA,3,3,"Krzyki"
3,55.26,5450,NA,3,3,"Krzyki"
4,93.4,4515,NA,0,0,"Psie Pole"
3,62.77,5580,NA,1,3,"Krzyki"
3,62.2,5450,NA,0,0,"Krzyki"
3,62.77,5375,NA,3,3,"Krzyki"
3,59.18,5500,NA,3,3,"Krzyki"
3,62.77,5225,NA,2,3,"Krzyki"
2,49.42,5415,NA,2,3,"Krzyki"
3,59.13,5580,NA,1,3,"Krzyki"
2,36.38,5500,NA,0,0,"Krzyki"
2,36.12,5500,NA,0,0,"Krzyki"
3,66.99,6901,NA,1,6,"Stare Miasto"
2,35.99,5500,NA,0,0,"Krzyki"
2,36.25,5480,NA,1,3,"Krzyki"
2,36,5500,NA,0,0,"Krzyki"
2,35.81,5428,NA,0,0,"Krzyki"
1,36.6,5994,NA,1,3,"Krzyki"
2,35.8,5500,NA,3,3,"Krzyki"
4,98.3,4623,NA,1,1,"Psie Pole"
4,93.63,5890,NA,1,7,"Krzyki"
3,62.92,7033,NA,6,6,"Stare Miasto"
4,85.4,5001,NA,0,0,"Psie Pole"
3,67.7,5199,NA,1,2,"Krzyki"
4,89.32,5590,NA,0,0,"Krzyki"
3,52.5,5990,NA,1,6,"Krzyki"
3,60.91,6998,NA,2,6,"Stare Miasto"
2,42.49,6613,NA,3,6,"Stare Miasto"
3,70.96,5975,NA,1,5,"Stare Miasto"
3,55.32,7045,NA,2,6,"Stare Miasto"
3,62.13,5890,NA,3,7,"Krzyki"
2,43.31,6442,NA,2,6,"Stare Miasto"
2,43.33,6439,NA,1,6,"Stare Miasto"
3,70.96,6187,NA,4,5,"Stare Miasto"
4,77.03,6290,NA,4,7,"Krzyki"
3,47.09,6583,NA,2,6,"Stare Miasto"
2,47.09,6583,NA,2,6,"Stare Miasto"
2,51.7,7095,NA,4,6,"Stare Miasto"
2,48.9,5690,NA,3,3,"Krzyki"
3,54.63,5967,NA,0,0,"Stare Miasto"
2,48.19,6640,NA,2,6,"Stare Miasto"
2,45.31,6511,NA,0,0,"Stare Miasto"
3,49.68,5500,NA,1,3,"Krzyki"
2,42.49,6613,NA,3,6,"Stare Miasto"
3,52.51,5974,NA,2,4,"Fabryczna"
2,48.02,6077,NA,2,3,"Krzyki"
2,49.88,6129,NA,2,3,"Krzyki"
2,48.02,6129,NA,2,3,"Krzyki"
4,85.44,4418,NA,2,4,"Fabryczna"
4,124.06,4586,NA,0,0,"Krzyki"
2,57.47,4689,NA,1,4,"Fabryczna"
2,48.18,6005,NA,1,3,"Krzyki"
2,48.18,5974,NA,1,3,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
2,45.2,5305,NA,1,6,"Psie Pole"
2,44.53,6097,NA,9,17,"Krzyki"
2,47.8,5126,NA,1,4,"Fabryczna"
2,44.53,6097,NA,9,17,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
2,47.8,5126,NA,1,4,"Fabryczna"
2,47.4,4795,NA,1,4,"Fabryczna"
4,110.34,4720,NA,1,1,"Psie Pole"
2,73.47,6198,NA,0,0,"Krzyki"
3,59.85,5050,NA,0,0,"Psie Pole"
2,46.96,4840,NA,1,4,"Fabryczna"
5,110.79,5789,NA,0,0,"Krzyki"
3,74.98,5135,NA,1,1,"Krzyki"
2,43.29,5450,NA,0,0,"Psie Pole"
2,44,4599,NA,0,0,"Fabryczna"
3,60.81,5149,NA,0,0,"Psie Pole"
2,44,4599,NA,0,0,"Fabryczna"
3,56.57,5980,NA,4,4,"Krzyki"
4,110.08,4449,NA,1,1,"Psie Pole"
2,39.49,6913,NA,0,0,"Stare Miasto"
3,59.8,4950,NA,0,0,"Psie Pole"
4,85.41,4600,NA,0,0,"Psie Pole"
4,93.48,4197,NA,1,1,"Psie Pole"
3,56.4,5350,NA,1,2,"Psie Pole"
4,90.51,7772,NA,5,17,"Stare Miasto"
4,80.1,6475,NA,1,4,"Krzyki"
3,73.39,4549,NA,0,0,"Psie Pole"
3,54.91,7337,NA,4,17,"Stare Miasto"
2,46.53,6533,NA,2,6,"Stare Miasto"
3,50.08,6097,NA,15,17,"Krzyki"
2,41.03,6339,NA,4,4,"Krzyki"
1,32.5,6462,NA,0,0,"Śródmieście"
2,40.11,6335,NA,2,4,"Krzyki"
1,26.76,7377,NA,0,0,"Krzyki"
3,50.08,6097,NA,8,17,"Krzyki"
3,60.6,5509,NA,1,6,"Śródmieście"
2,44.5,5800,NA,0,0,"Śródmieście"
2,39.6,5902,NA,2,6,"Śródmieście"
2,35.7,5182,NA,2,6,"Psie Pole"
3,50.08,6097,NA,9,17,"Krzyki"
2,48.82,5199,NA,1,3,"Krzyki"
2,48.18,5199,NA,2,3,"Krzyki"
3,50.08,6097,NA,10,17,"Krzyki"
3,55.79,6097,NA,7,17,"Krzyki"
2,44.08,6300,NA,2,4,"Krzyki"
2,45.73,6450,NA,2,4,"Krzyki"
2,44.08,6500,NA,2,4,"Krzyki"
2,44.08,6500,NA,2,4,"Krzyki"
3,54.93,6390,NA,5,7,"Krzyki"
2,41.93,5485,NA,2,3,"Krzyki"
2,43.45,5478,NA,3,3,"Krzyki"
3,49.52,5493,NA,2,3,"Krzyki"
3,51.07,5483,NA,2,3,"Krzyki"
3,53.53,5418,NA,2,3,"Krzyki"
2,52.24,5760,NA,7,9,"Śródmieście"
4,98.3,4619,NA,1,1,"Psie Pole"
2,52.45,5450,NA,5,9,"Śródmieście"
3,52.65,5459,NA,2,4,"Fabryczna"
4,62.74,5259,NA,3,4,"Fabryczna"
3,54.05,5495,NA,3,3,"Krzyki"
2,39.64,5474,NA,2,3,"Krzyki"
2,39.51,5720,NA,2,3,"Krzyki"
3,53,5491,NA,3,3,"Krzyki"
2,40.43,5491,NA,3,3,"Krzyki"
3,62.13,5790,NA,1,7,"Krzyki"
2,42.8,6900,NA,4,4,"Krzyki"
3,67.31,4899,NA,0,0,"Krzyki"
3,53.78,6400,NA,1,5,"Krzyki"
2,45.11,7667,NA,13,17,"Stare Miasto"
3,67.31,4899,NA,0,0,"Krzyki"
2,48.84,5199,NA,1,3,"Krzyki"
3,48.69,5349,NA,0,0,"Krzyki"
3,48.69,5349,NA,0,0,"Krzyki"
2,48.79,5199,NA,1,3,"Krzyki"
3,115.38,8103,NA,17,17,"Stare Miasto"
3,65.57,4899,NA,0,0,"Krzyki"
2,48.71,5200,NA,3,3,"Krzyki"
4,92.8,8002,NA,16,17,"Stare Miasto"
3,65.45,4899,NA,0,0,"Krzyki"
4,92.54,7722,NA,13,17,"Stare Miasto"
2,48.82,5199,NA,1,3,"Krzyki"
4,92.81,7725,NA,14,17,"Stare Miasto"
3,67.31,4899,NA,0,0,"Krzyki"
2,49.1,5199,NA,1,3,"Krzyki"
2,40.83,5828,NA,0,0,"Fabryczna"
4,80.99,6565,NA,3,4,"Krzyki"
3,63.31,6241,NA,2,4,"Krzyki"
3,53.25,6139,NA,0,0,"Krzyki"
3,64.37,6331,NA,1,4,"Krzyki"
3,52.81,6359,NA,0,0,"Krzyki"
3,64.41,6539,NA,3,4,"Krzyki"
3,64.37,6540,NA,3,4,"Krzyki"
4,80.99,6474,NA,2,4,"Krzyki"
3,64.31,6249,NA,1,4,"Krzyki"
3,63.31,6378,NA,4,4,"Krzyki"
3,64.41,6608,NA,4,4,"Krzyki"
2,45.27,7666,NA,10,17,"Stare Miasto"
3,68.55,7749,NA,10,17,"Stare Miasto"
3,55.32,6146,NA,0,0,"Krzyki"
3,64.41,6469,NA,2,4,"Krzyki"
4,80.99,6630,NA,4,4,"Krzyki"
3,64.37,6609,NA,4,4,"Krzyki"
4,93.4,4515,NA,1,1,"Psie Pole"
4,105.64,6197,NA,11,17,"Krzyki"
3,63.42,7351,NA,5,17,"Stare Miasto"
2,52.2,7356,NA,4,17,"Stare Miasto"
3,64.04,6097,NA,12,17,"Krzyki"
3,61.79,5690,NA,1,7,"Krzyki"
3,61.79,5990,NA,5,7,"Krzyki"
3,64,6097,NA,10,17,"Krzyki"
3,68.3,6097,NA,13,17,"Krzyki"
3,62.13,6290,NA,5,7,"Krzyki"
3,61.78,5890,NA,4,7,"Krzyki"
3,56.41,6290,NA,3,7,"Krzyki"
3,56.41,6090,NA,1,7,"Krzyki"
